organism,count
"gi|219878458|ref|NR_025597.1| Flavobacterium frigoris strain R-9014 16S ribosomal RNA, partial sequence",2
"gi|1150406763|ref|NR_146017.1| Paenibacillus gelatinilyticus strain PG1 16S ribosomal RNA, partial sequence",2
"gi|2363085195|ref|NR_180846.1| Streptomyces gossypiisoli strain TRM 44567 16S ribosomal RNA, partial sequence",2
"gi|636559800|ref|NR_115860.1| Psychrosinus fermentans strain FCF9 16S ribosomal RNA, partial sequence",2
"gi|699005315|ref|NR_126184.1| Rhizocola hellebori strain K12-0602 16S ribosomal RNA, partial sequence",2
"gi|2621112302|ref|NR_189205.1| Hufsiella ginkgonis strain HMF7056 16S ribosomal RNA, partial sequence",2
"gi|672239117|ref|NR_125706.1| Streptomyces jiujiangensis strain JXJ 0074 16S ribosomal RNA, partial sequence",2
"gi|2363081180|ref|NR_178833.1| Streptomyces gandocaensis strain 12620-H2 16S ribosomal RNA, partial sequence",2
"gi|636560732|ref|NR_116792.1| Streptohalobacillus salinus strain H96B60 16S ribosomal RNA, partial sequence",2
"gi|1269860193|ref|NR_028945.2| Mycobacterium holsaticum strain 1406 16S ribosomal RNA, complete sequence",2
"gi|1212229207|ref|NR_148276.1| Algoriphagus taiwanensis strain CC-PR-82 16S ribosomal RNA, partial sequence",2
"gi|636560304|ref|NR_116364.1| Sporosalibacterium faouarense strain SOL3F37 16S ribosomal RNA, partial sequence",2
"gi|265678989|ref|NR_029297.1| Kocuria varians strain G33 16S ribosomal RNA, partial sequence",2
"gi|265678542|ref|NR_028846.1| Agromyces albus strain VKM Ac-1800 16S ribosomal RNA, partial sequence",2
"gi|219857196|ref|NR_024824.1| Hydrogenivirga caldilitoris strain IBSK3 16S ribosomal RNA, partial sequence",2
"gi|2180566445|ref|NR_174294.1| Bradyrhizobium murdochi strain CNPSO:4020 16S ribosomal RNA, partial sequence",2
"gi|1779814861|ref|NR_164936.1| Mucilaginibacter xinganensis strain BJC16-A31 16S ribosomal RNA, partial sequence",2
"gi|219878119|ref|NR_025258.1| Lysinibacillus odysseyi 34hs-1 = NBRC 100172 strain 34hs1 16S ribosomal RNA, partial sequence",2
"gi|645319751|ref|NR_117123.1| Spirochaeta thermophila DSM 6578 16S ribosomal RNA, partial sequence",2
"gi|2363080101|ref|NR_178267.1| Micromonospora thawaii strain DCWR9-8-2 16S ribosomal RNA, partial sequence",2
"gi|1269807765|ref|NR_074713.2| Saccharomonospora viridis strain DSM 43017 16S ribosomal RNA, complete sequence",2
"gi|2296162809|ref|NR_177758.1| Amazoninema brasiliense 16S ribosomal RNA, partial sequence",2
"gi|343202494|ref|NR_042817.1| Akkermansia muciniphila ATCC BAA-835 strain Muc 16S ribosomal RNA, partial sequence",2
"gi|219857179|ref|NR_024807.1| Enhygromyxa salina strain SHK-1 16S ribosomal RNA, partial sequence",2
"gi|636560856|ref|NR_116916.1| Piscibacillus halophilus strain HS224 16S ribosomal RNA, partial sequence",2
"gi|2363082057|ref|NR_179275.1| Dictyobacter vulcani strain W12 16S ribosomal RNA, partial sequence",2
"gi|566085274|ref|NR_109135.1| Litchfieldia salsa strain A24 16S ribosomal RNA, partial sequence",2
"gi|343201716|ref|NR_042442.1| Secundilactobacillus malefermentans strain DSM 5705 16S ribosomal RNA, partial sequence",2
"gi|2363083156|ref|NR_179826.1| Arthrobacter terricola strain JH1-1 16S ribosomal RNA, partial sequence",2
"gi|672238970|ref|NR_125559.1| Caballeronia telluris strain LR-23326 16S ribosomal RNA, partial sequence",2
"gi|645322227|ref|NR_119027.1| Legionella israelensis strain ATCC 43119 16S ribosomal RNA, partial sequence",2
"gi|559795188|ref|NR_104777.1| Pseudonocardia alaniniphila strain Y-16303 16S ribosomal RNA, partial sequence",2
"gi|1441204300|ref|NR_157715.1| Terrimonas terrae strain T16R-129 16S ribosomal RNA, partial sequence",2
"gi|265678563|ref|NR_028867.1| Thiorhodospira sibirica strain A12 16S ribosomal RNA, partial sequence",2
"gi|631250958|ref|NR_112155.1| Alicyclobacillus hesperidum strain DSM 12489 16S ribosomal RNA, partial sequence",2
"gi|2363082463|ref|NR_179478.1| Tautonia rosea strain JC657 16S ribosomal RNA, complete sequence",2
"gi|974142170|ref|NR_134690.1| Pseudactinotalea suaedae strain EGI 60002 16S ribosomal RNA, partial sequence",2
"gi|343200696|ref|NR_041383.1| Microlunatus ginsengisoli strain Gsoil 633 16S ribosomal RNA, partial sequence",2
"gi|2621112296|ref|NR_189199.1| Maliibacterium massiliense strain Marseille-P3954 16S ribosomal RNA, partial sequence",2
"gi|1811131506|ref|NR_165688.1| Mucilaginibacter hankyongensis strain BR5-28 16S ribosomal RNA, partial sequence",2
"gi|631253168|ref|NR_114366.1| Lactococcus formosensis strain 516 16S ribosomal RNA, partial sequence",2
"gi|645319551|ref|NR_116954.1| Lutibaculum baratangense strain AMV1 16S ribosomal RNA, partial sequence",2
"gi|1520188691|ref|NR_159905.1| Proteiniborus indolifex strain BA2-13 16S ribosomal RNA, partial sequence",2
"gi|645319573|ref|NR_116970.1| Phaeovibrio sulfidiphilus strain JA480 16S ribosomal RNA, partial sequence",2
"gi|2221405466|ref|NR_175537.1| Microvirga arsenatis strain SYSU G3D203 16S ribosomal RNA, partial sequence",2
"gi|343201710|ref|NR_042436.1| Limosilactobacillus coleohominis DSM 14060 16S ribosomal RNA, partial sequence",2
"gi|1779814920|ref|NR_164994.1| Thermus caldilimi strain YIM 78456 16S ribosomal RNA, partial sequence",2
"gi|636560435|ref|NR_116495.1| Delftia lacustris strain 332 16S ribosomal RNA, partial sequence",2
"gi|645321859|ref|NR_118731.1| Blautia hansenii DSM 20583 strain ATCC 27752 16S ribosomal RNA, partial sequence",2
"gi|444303855|ref|NR_074277.1| Bacteroides thetaiotaomicron strain VPI-5482 16S ribosomal RNA, partial sequence",2
"gi|631250945|ref|NR_112142.1| Bacteroides thetaiotaomicron strain JCM 5827 16S ribosomal RNA, partial sequence",2
"gi|631251746|ref|NR_112944.1| Bacteroides thetaiotaomicron strain JCM 5827 16S ribosomal RNA, partial sequence",2
"gi|959494843|ref|NR_133721.1| Chitinophaga taiwanensis strain CC-ALB-1 16S ribosomal RNA, partial sequence",2
"gi|1441204377|ref|NR_157792.1| Henriciella pelagia strain LA220 16S ribosomal RNA, partial sequence",2
"gi|219846383|ref|NR_025974.1| Geobacter hydrogenophilus strain H2 16S ribosomal RNA, partial sequence",2
"gi|2363084548|ref|NR_180522.1| Calorimonas adulescens strain A05 MB 16S ribosomal RNA, partial sequence",2
"gi|343202489|ref|NR_042805.1| Kribbella sandramycini strain KACC 20249 16S ribosomal RNA, partial sequence",2
"gi|343201455|ref|NR_042181.1| Beijerinckia derxii strain DSM 2328 16S ribosomal RNA gene, partial sequence",2
"gi|1146059136|ref|NR_145868.1| Paenibacillus zeae strain 6R2 16S ribosomal RNA, partial sequence",2
"gi|1230874700|ref|NR_148861.1| Mucilaginibacter yixingensis strain YX-36 16S ribosomal RNA, partial sequence",2
"gi|1864207040|ref|NR_169334.1| Ectopseudomonas khazarica strain TBZ2 16S ribosomal RNA, partial sequence",2
"gi|1864207181|ref|NR_169476.1| Kosakonia quasisacchari strain WCHEs120001 16S ribosomal RNA, partial sequence",2
"gi|343206370|ref|NR_044962.1| Legionella moravica strain NCTC 12239 16S ribosomal RNA, partial sequence",2
"gi|265678349|ref|NR_028651.1| Nocardia higoensis NBRC 100133 16S ribosomal RNA, partial sequence",2
"gi|566084838|ref|NR_108215.1| Salisediminibacterium halotolerans strain halo-2 16S ribosomal RNA, partial sequence",2
"gi|631250819|ref|NR_112015.1| Thermobifida fusca strain IFO 14071 16S ribosomal RNA, partial sequence",2
"gi|695101687|ref|NR_125696.2| Amphiplicatus metriothermophilus strain GU51 16S ribosomal RNA, partial sequence",2
"gi|2363082392|ref|NR_179443.1| Peptoniphilus raoultii strain KHD4 16S ribosomal RNA, partial sequence",2
"gi|645320903|ref|NR_118001.1| Sandaracinus amylolyticus strain NOSO 4 16S ribosomal RNA, partial sequence",2
"gi|636558592|ref|NR_114649.1| Enterococcus eurekensis strain PC4B 16S ribosomal RNA, partial sequence",2
"gi|636558591|ref|NR_114648.1| Enterococcus lemanii strain PC32 16S ribosomal RNA, partial sequence",2
"gi|343201712|ref|NR_042438.1| Latilactobacillus graminis strain G90 (1) 16S ribosomal RNA, partial sequence",2
"gi|1445135981|ref|NR_158021.1| Demequina sediminis strain HT7-17 16S ribosomal RNA, partial sequence",2
"gi|1269807397|ref|NR_074716.2| Sanguibacter keddieii strain DSM 10542 16S ribosomal RNA, complete sequence",2
"gi|2363080227|ref|NR_178338.1| Ginsengibacter hankyongi strain BR5-29 16S ribosomal RNA, partial sequence",2
"gi|343199077|ref|NR_044504.1| Fervidicola ferrireducens strain Y170 16S ribosomal RNA, partial sequence",2
"gi|645320923|ref|NR_118016.1| Neomelitea salexigens DSM 19753 16S ribosomal RNA, partial sequence",2
"gi|2739363405|ref|NR_191039.1| Gansulinema desertorum strain GS121 16S ribosomal RNA, partial sequence",2
"gi|2363080828|ref|NR_178656.1| Phenylobacterium kunshanense strain BUT-10 16S ribosomal RNA, partial sequence",2
"gi|1240411903|ref|NR_149235.1| Halomonas urumqiensis strain BZ-SZ-Xj27 16S ribosomal RNA, partial sequence",2
"gi|636560284|ref|NR_116344.1| Ottowia pentelensis strain RB3-7 16S ribosomal RNA, partial sequence",2
"gi|542123252|ref|NR_104206.1| Novosphingobium rosa strain NBRC 15208 16S ribosomal RNA, partial sequence",2
"gi|1909404419|ref|NR_170473.1| Novosphingobium umbonatum strain personal::FSY-9 16S ribosomal RNA, partial sequence",2
"gi|636560246|ref|NR_116306.1| Agrobacterium radiobacter strain UQM 1685 16S ribosomal RNA, partial sequence",2
"gi|2363084350|ref|NR_180423.1| Agromyces protaetiae strain FW100M-8 16S ribosomal RNA, complete sequence",2
"gi|1227086075|ref|NR_148601.1| Parviterribacter kavangonensis strain D16/0/H6 16S ribosomal RNA, partial sequence",2
"gi|2363084904|ref|NR_180700.1| Trebonia kvetii strain 15TR583 16S ribosomal RNA, complete sequence",2
"gi|343203300|ref|NR_043656.1| Megasphaera sueciensis strain VTT E-97791 16S ribosomal RNA, partial sequence",2
"gi|1230874688|ref|NR_148849.1| Marinobacterium aestuariivivens strain DB-1 16S ribosomal RNA, partial sequence",2
"gi|1269235414|ref|NR_043022.2| Parageobacillus thermoglucosidasius strain BGSC 95A1 16S ribosomal RNA, complete sequence",2
"gi|1033657175|ref|NR_137265.1| Deinococcus metallilatus strain MA1002 16S ribosomal RNA, partial sequence",2
"gi|1277396358|ref|NR_152071.1| Sphingobium xenophagum strain C1 16S ribosomal RNA, partial sequence",2
"gi|2363082292|ref|NR_179393.1| Neobacillus massiliamazoniensis strain LF1 16S ribosomal RNA, partial sequence",2
"gi|1199303382|ref|NR_147733.1| Pyruvatibacter mobilis strain GYP-11 16S ribosomal RNA, partial sequence",2
"gi|343205809|ref|NR_044238.1| Parafrigoribacterium mesophilum strain MSL-08 16S ribosomal RNA, partial sequence",2
"gi|265678797|ref|NR_029102.1| Hydrocarboniphaga effusa strain AP103 16S ribosomal RNA, partial sequence",2
"gi|444303891|ref|NR_074313.1| Nitrobacter hamburgensis X14 16S ribosomal RNA, partial sequence",2
"gi|343202245|ref|NR_042531.1| Methylocystis heyeri strain H2 16S ribosomal RNA, partial sequence",2
"gi|631251929|ref|NR_113127.1| Thermogemmatispora foliorum strain ONI-5 16S ribosomal RNA, partial sequence",2
"gi|219878304|ref|NR_025443.1| Shewanella livingstonensis strain NF22 16S ribosomal RNA, partial sequence",2
"gi|343201740|ref|NR_042466.1| Schlesneria paludicola strain MPL7 16S ribosomal RNA, partial sequence",2
"gi|343203000|ref|NR_043505.1| Streptomyces griseorubiginosus strain NRRL B-2260 16S ribosomal RNA, partial sequence",2
"gi|631252090|ref|NR_113288.1| Bartonella acomydis strain KS2-1 16S ribosomal RNA, partial sequence",2
"gi|566085165|ref|NR_108896.1| Neomoorella stamsii strain E3-O 16S ribosomal RNA, partial sequence",2
"gi|265678890|ref|NR_029198.1| Neomoorella glycerini strain JW/AS-Y6 16S ribosomal RNA, partial sequence",2
"gi|645320305|ref|NR_117542.1| Caloramator mitchellensis strain VF08 16S ribosomal RNA, partial sequence",2
"gi|1033657133|ref|NR_137223.1| Sphingobium fuliginis strain KK22 16S ribosomal RNA, partial sequence",2
"gi|1445135954|ref|NR_157993.1| Conexibacter stalactiti strain YC2-25 16S ribosomal RNA, partial sequence",2
"gi|636559098|ref|NR_115155.1| Peptostreptococcus russellii strain RT-10B 16S ribosomal RNA, partial sequence",2
"gi|1953646626|ref|NR_171469.1| Flavobacterium sufflavum strain BBQ-12 16S ribosomal RNA, partial sequence",2
"gi|1864207110|ref|NR_169404.1| Blastochloris tepida strain GI 16S ribosomal RNA, partial sequence",2
"gi|1315204010|ref|NR_152679.1| Sporolactobacillus pectinivorans strain GD201205 16S ribosomal RNA, partial sequence",2
"gi|343201287|ref|NR_042013.1| Paractinoplanes durhamensis strain IMSNU 22124 16S ribosomal RNA, partial sequence",2
"gi|631251805|ref|NR_113003.1| Catenuloplanes niger JCM 9533 strain NBRC 14177 16S ribosomal RNA, partial sequence",2
"gi|265678526|ref|NR_028830.1| Desulfobacter postgatei strain 2ac9 16S ribosomal RNA, partial sequence",2
"gi|507148000|ref|NR_102807.1| Listeria seeligeri strain SLCC3954 16S ribosomal RNA, partial sequence",2
"gi|2363083415|ref|NR_179956.1| Chitinophaga parva strain LY-1 16S ribosomal RNA, partial sequence",2
"gi|636559605|ref|NR_115665.1| Streptomyces filamentosus strain NRRL B-2114 16S ribosomal RNA, partial sequence",2
"gi|2363081582|ref|NR_179037.1| Blastococcus atacamensis strain P6 16S ribosomal RNA, partial sequence",2
"gi|219878149|ref|NR_025288.1| Lamprocystis roseopersicina strain DSM 229 16S ribosomal RNA, partial sequence",2
"gi|2463901882|ref|NR_184626.1| Leptogranulimonas caecicola strain TOC12 16S ribosomal RNA, partial sequence",2
"gi|2363084984|ref|NR_180740.1| Hymenobacter busanensis strain MA3 16S ribosomal RNA, partial sequence",2
"gi|631251779|ref|NR_112977.1| Cytophaga hutchinsonii strain NBRC 15051 16S ribosomal RNA, partial sequence",2
"gi|636560830|ref|NR_116890.1| Bavariicoccus seileri strain WCC 4188 16S ribosomal RNA, partial sequence",2
"gi|1116030233|ref|NR_144691.1| Actinomyces polynesiensis strain MS2 16S ribosomal RNA, partial sequence",2
"gi|1269801277|ref|NR_114796.2| Aquifex aeolicus strain VF5 16S ribosomal RNA, complete sequence >gi|1269801496|ref|NR_075056.2| Aquifex aeolicus strain VF5 16S ribosomal RNA, complete sequence",2
"gi|971154143|ref|NR_134156.2| Rhodoplanes oryzae strain JA793 16S ribosomal RNA, partial sequence",2
"gi|343201194|ref|NR_041951.1| Acetonema longum DSM 6540 16S ribosomal RNA, partial sequence",2
"gi|645320125|ref|NR_117406.1| Stenotrophomonas panacihumi strain MK06 16S ribosomal RNA, partial sequence",2
"gi|636559162|ref|NR_115219.1| Methylobacterium goesingense strain iEII3 16S ribosomal RNA, partial sequence",2
"gi|343202650|ref|NR_043036.1| Bradyrhizobium jicamae strain PAC68 16S ribosomal RNA, partial sequence",2
"gi|343200859|ref|NR_041546.1| Arthrobacter humicola strain KV-653 16S ribosomal RNA, partial sequence",2
"gi|2363083792|ref|NR_180144.1| Pelagerythrobacter rhizovicinus strain AY-3R 16S ribosomal RNA, partial sequence",2
"gi|2180566331|ref|NR_174211.1| Leeia aquatica strain IMCC25680 16S ribosomal RNA, partial sequence",2
"gi|2363081389|ref|NR_178941.1| Reichenbachiella versicolor strain DC003 16S ribosomal RNA, partial sequence",2
"gi|2363083096|ref|NR_179796.1| Adhaeribacter pallidiroseus strain HMF7616 16S ribosomal RNA, partial sequence",2
"gi|1240411884|ref|NR_149216.1| Massilia chloroacetimidivorans strain TA-C7e 16S ribosomal RNA, partial sequence",2
"gi|1269785499|ref|NR_116360.2| Bradyrhizobium cytisi strain CTAW11 16S ribosomal RNA, complete sequence",2
"gi|343206085|ref|NR_044672.1| Spiroplasma poulsonii strain DW-1 16S ribosomal RNA, partial sequence",2
"gi|343200933|ref|NR_041620.1| Persicirhabdus sediminis strain YM20-087 16S ribosomal RNA, partial sequence",2
"gi|219856908|ref|NR_024729.1| Hydrogenobacter subterraneus strain HGP1 16S ribosomal RNA, partial sequence",2
"gi|219846835|ref|NR_026427.1| Halanaerobacter salinarius strain SG3903 16S ribosomal RNA, partial sequence",2
"gi|631253117|ref|NR_114315.1| Blautia luti DSM 14534 = JCM 17040 16S ribosomal RNA, partial sequence",2
"gi|2363082673|ref|NR_179584.1| Blautia phocaeensis strain Marseille-P3441 16S ribosomal RNA, partial sequence",2
"gi|2363082685|ref|NR_179590.1| Blautia provencensis strain Marseille-P3502 16S ribosomal RNA, partial sequence",2
"gi|631251952|ref|NR_113150.1| Alistipes finegoldii strain JCM 16770 16S ribosomal RNA, partial sequence",2
"gi|672238937|ref|NR_125526.1| Luminiphilus syltensis strain Ivo14 16S ribosomal RNA, partial sequence",2
"gi|631253193|ref|NR_114391.1| Ligilactobacillus faecis strain AFL13-2 16S ribosomal RNA, partial sequence",2
"gi|1491514572|ref|NR_159181.1| Quisquiliibacterium transsilvanicum strain CGI-09 16S ribosomal RNA, partial sequence",2
"gi|672239067|ref|NR_125656.1| Ottowia shaoguanensis strain J5-66 16S ribosomal RNA, partial sequence",2
"gi|636559500|ref|NR_115560.1| Streptococcus mitis strain NCTC12261 16S ribosomal RNA, partial sequence",2
"gi|2363082326|ref|NR_179410.1| Clostridium phoceensis strain GD3 16S ribosomal RNA, partial sequence",2
"gi|2282568594|ref|NR_176998.1| Prochlorothrix scandica NIVA-8/90 16S ribosomal RNA, partial sequence",2
"gi|343201491|ref|NR_042217.1| Fictibacillus arsenicus strain Con a/3 16S ribosomal RNA, partial sequence",2
"gi|1909404447|ref|NR_170502.1| Periweissella cryptocerci strain 26KH-42 16S ribosomal RNA, complete sequence",2
"gi|645322217|ref|NR_119019.1| Legionella oakridgensis strain ATCC 33761 16S ribosomal RNA, partial sequence",2
"gi|343202602|ref|NR_042979.1| Micromonospora rifamycinica strain AM105 16S ribosomal RNA, partial sequence",2
"gi|631252098|ref|NR_113296.1| Desulfovibrio simplex strain JCM 16812 16S ribosomal RNA, partial sequence",2
"gi|566085545|ref|NR_109614.1| Caldicoprobacter guelmensis strain D2C22 16S ribosomal RNA, partial sequence",2
"gi|1227086034|ref|NR_148581.1| Deferrisoma palaeochoriense strain MAG-PB1 16S ribosomal RNA, partial sequence",2
"gi|1491509581|ref|NR_159112.1| Kineococcus terrestris strain YIM 121940 16S ribosomal RNA, partial sequence",2
"gi|1491509582|ref|NR_159113.1| Kineococcus terrestris strain YIM 121936 16S ribosomal RNA, partial sequence",2
"gi|559795316|ref|NR_104909.1| Mycobacterium interjectum strain 4185/92 16S ribosomal RNA, partial sequence",2
"gi|636560104|ref|NR_116164.1| Sphingopyxis panaciterrulae strain DCY34 16S ribosomal RNA, partial sequence",2
"gi|566085171|ref|NR_108901.1| Altericroceibacterium xinjiangense strain S3-63 16S ribosomal RNA, partial sequence",2
"gi|343200715|ref|NR_041402.1| Sinomonas echigonensis strain LC10 16S ribosomal RNA, partial sequence",2
"gi|219846887|ref|NR_026479.1| Malonomonas rubra strain GraMal1 16S ribosomal RNA, partial sequence",2
"gi|2363080499|ref|NR_178490.1| Desulfamplus magnetovallimortis BW-1 16S ribosomal RNA, partial sequence",2
"gi|566084879|ref|NR_108379.1| Paranoxybacillus vitaminiphilus strain 3nP4 16S ribosomal RNA, partial sequence",2
"gi|645321351|ref|NR_118337.1| Nonomuraea solani strain NEAU-Z6 16S ribosomal RNA, partial sequence",2
"gi|2363087269|ref|NR_181890.1| Pseudomonas zeiradicis strain PI116 16S ribosomal RNA, partial sequence",2
"gi|631253136|ref|NR_114334.1| Ferriphaselus amnicola strain OYT1 16S ribosomal RNA, partial sequence",2
"gi|343198746|ref|NR_043570.1| Salicola salis strain B2 16S ribosomal RNA, partial sequence",2
"gi|219846424|ref|NR_026015.1| Guyparkeria halophila strain DSM 6132 16S ribosomal RNA, partial sequence",2
"gi|2363081160|ref|NR_178823.1| Clostridium thermarum strain SYSU GA15002 16S ribosomal RNA, complete sequence",2
"gi|961555141|ref|NR_134109.1| Oligoflexus tunisiensis strain Shr3 16S ribosomal RNA, partial sequence",2
"gi|265679037|ref|NR_029345.1| Staphylococcus condimenti strain F-2 16S ribosomal RNA, partial sequence",2
"gi|1397641790|ref|NR_156899.1| Jeotgalibaca arthritidis strain 1805-02 16S ribosomal RNA, partial sequence",2
"gi|631250992|ref|NR_112189.1| Deinococcus aetherius strain ST0316 16S ribosomal RNA, partial sequence",2
"gi|2363085659|ref|NR_181082.1| Corynebacterium qintianiae strain MC1420 16S ribosomal RNA, partial sequence",2
"gi|2363081885|ref|NR_179188.1| Zafaria cholistanensis strain NCCP-1664 16S ribosomal RNA, complete sequence",2
"gi|699005318|ref|NR_126187.1| Glycomyces albus strain TRM 49136 16S ribosomal RNA, partial sequence",2
"gi|265678713|ref|NR_029018.1| Loigolactobacillus coryniformis subsp. torquens strain 30 16S ribosomal RNA, partial sequence",2
"gi|961555118|ref|NR_134086.1| Microbacterium kyungheense strain THG-C26 16S ribosomal RNA, partial sequence",2
"gi|2363083642|ref|NR_180069.1| Isoalcanivorax indicus strain SW127 16S ribosomal RNA, partial sequence",2
"gi|631250770|ref|NR_108592.1| Nocardioides ginsengisegetis strain Gsoil 485 16S ribosomal RNA, partial sequence",2
"gi|631251957|ref|NR_113155.1| Actinomadura rifamycini DSM 43936 strain JCM 3309 16S ribosomal RNA, partial sequence",2
"gi|1227085971|ref|NR_148566.1| Flexilinea flocculi strain TC1 16S ribosomal RNA, partial sequence",2
"gi|566085066|ref|NR_108696.1| Lutibacter flavus strain IMCC1507 16S ribosomal RNA, partial sequence",2
"gi|265678322|ref|NR_028624.1| Ectobacillus funiculus strain NAF001 16S ribosomal RNA, partial sequence",2
"gi|636560302|ref|NR_116362.1| Sphingomicrobium lutaoense strain CC-TBT-3 16S ribosomal RNA, partial sequence",2
"gi|219846461|ref|NR_026053.1| Dehalobacter restrictus DSM 9455 strain PER-K23 16S ribosomal RNA, partial sequence",2
"gi|1441204352|ref|NR_157767.1| Aureimonas endophytica strain 2T4P-2-4 16S ribosomal RNA, partial sequence",2
"gi|1779814934|ref|NR_165008.1| Indiicoccus explosivorum strain S5-TSA-19 16S ribosomal RNA, partial sequence",2
"gi|2136551581|ref|NR_173584.1| Novipirellula aureliae strain Q31b 16S ribosomal RNA, partial sequence",2
"gi|343199131|ref|NR_044626.1| Lawsonia intracellularis strain 1482/89 16S ribosomal RNA, complete sequence",2
"gi|265678387|ref|NR_028689.1| Paracholeplasma vituli strain FC 097-2 16S ribosomal RNA, partial sequence",2
"gi|1864207166|ref|NR_169461.1| Kocuria massiliensis strain Marseille-P3598 16S ribosomal RNA, partial sequence",2
"gi|672239059|ref|NR_125648.1| Croceibacterium atlanticum strain 26DY36 16S ribosomal RNA, partial sequence",2
"gi|1269271241|ref|NR_137349.2| Aurantiacibacter atlanticus strain s21-N3 16S ribosomal RNA, complete sequence",2
"gi|636560682|ref|NR_116742.1| Haloechinothrix halophila YIM 93223 16S ribosomal RNA, partial sequence",2
"gi|444304083|ref|NR_074507.1| Intrasporangium calvum strain DSM 43043 16S ribosomal RNA, partial sequence",2
"gi|1315204023|ref|NR_152692.1| Bacillus wiedmannii strain FSL W8-0169 16S ribosomal RNA, partial sequence",2
"gi|636559654|ref|NR_115714.1| Bacillus cereus strain CCM 2010 16S ribosomal RNA, partial sequence",2
"gi|566085041|ref|NR_108624.1| Mesorhizobium hawassense strain AC99b 16S ribosomal RNA, partial sequence",2
"gi|2363082587|ref|NR_179540.1| Streptococcus timonensis strain Marseille-P2915 16S ribosomal RNA, partial sequence",2
"gi|645320536|ref|NR_117719.1| Streptococcus oralis subsp. dentisani strain 7747 16S ribosomal RNA, partial sequence",2
"gi|1441204194|ref|NR_157609.1| Bacillus haynesii strain NRRL B-41327 16S ribosomal RNA, partial sequence",2
"gi|1199303395|ref|NR_147746.1| Lysobacter hankyongensis strain KTce-2 16S ribosomal RNA, partial sequence",2
"gi|444439389|ref|NR_074704.1| Cupriavidus metallidurans CH34 16S ribosomal RNA, partial sequence",2
"gi|265678861|ref|NR_029167.1| Anaeroplasma abactoclasticum strain 6-1 16S ribosomal RNA, partial sequence",2
"gi|265678357|ref|NR_028659.1| Micromonospora auratinigra strain TT1-11 16S ribosomal RNA, partial sequence",1
"gi|2363086574|ref|NR_181544.1| Algoriphagus oliviformis strain H41 16S ribosomal RNA, partial sequence",1
"gi|636560860|ref|NR_116920.1| Mesonia phycicola strain MDSW-25 16S ribosomal RNA, partial sequence",1
"gi|2363085117|ref|NR_180807.1| Hornefia butyriciproducens strain WCA-MUC-591-APC-3H 16S ribosomal RNA, partial sequence",1
"gi|1137647771|ref|NR_145553.1| Modestobacter lapidis strain MON3.1 16S ribosomal RNA, partial sequence",1
"gi|631252163|ref|NR_113361.1| Methylobacterium gnaphalii strain 23e 16S ribosomal RNA, partial sequence",1
"gi|636560619|ref|NR_116679.1| Oceanibaculum pacificum strain LMC2up-L3 16S ribosomal RNA, partial sequence",1
"gi|943392601|ref|NR_117138.2| Anaerostipes hadrus strain DSM 3319 16S ribosomal RNA, partial sequence",1
"gi|943392602|ref|NR_117139.2| Anaerostipes hadrus strain DSM 3319 16S ribosomal RNA, partial sequence",1
"gi|559795210|ref|NR_104799.1| Anaerostipes hadrus strain DSM 3319 16S ribosomal RNA, partial sequence",1
"gi|2363084168|ref|NR_180333.1| Lysobacter terrestris strain II4 16S ribosomal RNA, partial sequence",1
"gi|343201265|ref|NR_041991.1| Phenylobacterium haematophilum 16S ribosomal RNA, partial sequence",1
"gi|631251460|ref|NR_112657.1| Nitratidesulfovibrio vulgaris strain DSM 644 16S ribosomal RNA, partial sequence",1
"gi|636558562|ref|NR_114619.1| Pectinatus cerevisiiphilus strain ATCC 29359 16S ribosomal RNA, partial sequence",1
"gi|1445135979|ref|NR_158019.1| Prauserella oleivorans strain RIPI 16S ribosomal RNA, partial sequence",1
"gi|2180566412|ref|NR_174268.1| Azospirillum griseum strain L-25-5 w-1 16S ribosomal RNA, partial sequence",1
"gi|645320911|ref|NR_118008.1| Stenotrophomonas pavanii strain LMG 25348 16S ribosomal RNA, partial sequence",1
"gi|926663118|ref|NR_132712.1| Pseudoxanthomonas jiangsuensis strain wax 16S ribosomal RNA, partial sequence",1
"gi|343200890|ref|NR_041577.1| Stenotrophomonas maltophilia strain IAM 12423 16S ribosomal RNA, partial sequence",1
"gi|1779814919|ref|NR_164993.1| Pedobacter changchengzhani strain E01020 16S ribosomal RNA, partial sequence",1
"gi|661903061|ref|NR_122093.1| Jhaorihella thermophila strain CC-MHSW-1 16S ribosomal RNA, partial sequence",1
"gi|566085445|ref|NR_109486.1| Sphingobium boeckii strain 469 16S ribosomal RNA, partial sequence",1
"gi|343200256|ref|NR_040943.1| Sulfobacillus acidophilus DSM 10332 16S ribosomal RNA, partial sequence",1
"gi|343198553|ref|NR_042850.1| Pseudonocardia dioxanivorans CB1190 16S ribosomal RNA, partial sequence",1
"gi|2296162966|ref|NR_177915.1| Ramsaria avicennae 16S ribosomal RNA, complete sequence",1
"gi|2296162967|ref|NR_177916.1| Ramsaria avicennae 16S ribosomal RNA, partial sequence",1
"gi|2363084250|ref|NR_180374.1| Limnobaculum zhutongyuii strain CF-458 16S ribosomal RNA, partial sequence",1
"gi|1953646673|ref|NR_171490.1| Cognataquiflexum aquatile strain Z0201 16S ribosomal RNA, partial sequence",1
