organism,count
"gi|343202438|ref|NR_042732.1| Kribbella alba strain YIM 31075 16S ribosomal RNA, partial sequence",2
"gi|343205876|ref|NR_044352.1| Sulfobacillus benefaciens strain BRGM2 16S ribosomal RNA, partial sequence",2
"gi|219856906|ref|NR_024727.1| Sporichthya polymorpha DSM 43042 16S ribosomal RNA, partial sequence",2
"gi|2363084548|ref|NR_180522.1| Calorimonas adulescens strain A05 MB 16S ribosomal RNA, partial sequence",2
"gi|219878176|ref|NR_025315.1| Chromatium okenii strain DSM 169 16S ribosomal RNA, partial sequence",2
"gi|343201444|ref|NR_042170.1| Cryobacterium psychrophilum strain 27-O-b 16S ribosomal RNA, partial sequence",2
"gi|310974904|ref|NR_036766.1| Neobacillus bataviensis strain IDA1115 16S ribosomal RNA, partial sequence",2
"gi|2363080763|ref|NR_178623.1| Rickettsia fournieri strain AUS118 16S ribosomal RNA, partial sequence",2
"gi|2282568598|ref|NR_177002.1| Aliterella atlantica strain CENA595 16S ribosomal RNA, partial sequence",2
"gi|343206154|ref|NR_044744.1| Afipia clevelandensis ATCC 49720 strain B-91-007353 16S ribosomal RNA, partial sequence",2
"gi|2363085842|ref|NR_181173.1| Teredinibacter haidensis strain Bs08 16S ribosomal RNA, partial sequence",2
"gi|1277396331|ref|NR_152042.1| Kaistella montana strain WG4 16S ribosomal RNA, partial sequence",2
"gi|2363084637|ref|NR_180567.1| Paenibacillus antri strain SYSU K30003 16S ribosomal RNA, partial sequence",2
"gi|961555030|ref|NR_133997.1| Chitinimonas prasina strain LY03 16S ribosomal RNA, partial sequence",2
"gi|343201594|ref|NR_042320.1| Marinitoga hydrogenitolerans strain AT1271 16S ribosomal RNA, partial sequence",2
"gi|219846874|ref|NR_026466.1| Methylocella palustris strain K 16S ribosomal RNA, partial sequence",2
"gi|485099055|ref|NR_102452.1| Mesorhizobium australicum WSM2073 16S ribosomal RNA, partial sequence",2
"gi|1013172390|ref|NR_135857.1| Mesorhizobium erdmanii strain USDA 3471 16S ribosomal RNA, partial sequence",2
"gi|2363085470|ref|NR_180984.1| Acetobacter fallax strain LMG 1636 16S ribosomal RNA, partial sequence",2
"gi|2363080199|ref|NR_178323.1| Paraburkholderia lycopersici strain TNe-862 16S ribosomal RNA, partial sequence",2
"gi|2221405360|ref|NR_175490.1| Nocardioides yefusunii strain HY056 16S ribosomal RNA, partial sequence",2
"gi|2962412318|ref|NR_199513.1| Pseudomonas citrulli strain K18 16S ribosomal RNA, complete sequence",2
"gi|2363083802|ref|NR_180149.1| Euzebya pacifica strain DY32-46 16S ribosomal RNA, partial sequence",2
"gi|444439664|ref|NR_074979.1| Trichlorobacter lovleyi SZ 16S ribosomal RNA, partial sequence",2
"gi|343198589|ref|NR_042962.1| Desulfitibacter alkalitolerans strain sk.kt5 16S ribosomal RNA, partial sequence",2
"gi|1033657165|ref|NR_137255.1| Paenibacillus tyrfis strain MSt1 16S ribosomal RNA, partial sequence",2
"gi|265678933|ref|NR_029241.1| Methylococcus capsulatus strain Texas 16S ribosomal RNA, partial sequence",2
"gi|1116030263|ref|NR_144721.1| Massilibacterium senegalense strain mt8 16S ribosomal RNA, partial sequence",2
"gi|636560376|ref|NR_116436.1| Staphylococcus piscifermentans strain CIP103958 16S ribosomal RNA, partial sequence",2
"gi|636560375|ref|NR_116435.1| Staphylococcus condimenti strain CIP105760 16S ribosomal RNA, partial sequence",2
"gi|2221405351|ref|NR_175487.1| Dyella acidiphila strain 7MK23 16S ribosomal RNA, partial sequence",2
"gi|1230874698|ref|NR_148859.1| Niastella vici strain DJ57 16S ribosomal RNA, partial sequence",2
"gi|1116030261|ref|NR_144719.1| Bacillus testis strain SIT10 16S ribosomal RNA, partial sequence",2
"gi|645321250|ref|NR_118263.1| Sphingomonas kyungheensis strain THG-B283 16S ribosomal RNA, partial sequence",2
"gi|1953646741|ref|NR_171531.1| Siminovitchia acidinfaciens strain 3-2-2 16S ribosomal RNA, partial sequence",2
"gi|1397641791|ref|NR_156900.1| Siminovitchia terrae strain RA9 16S ribosomal RNA, partial sequence",2
"gi|2136551678|ref|NR_173683.1| Dictyobacter formicarum strain SOSP1-9 16S ribosomal RNA, partial sequence",2
"gi|265678554|ref|NR_028858.1| Saccharomonospora iraqiensis subsp. paurometabolica strain YIM 90007 16S ribosomal RNA, partial sequence",2
"gi|631251928|ref|NR_113126.1| Thermogemmatispora onikobensis strain ONI-1 16S ribosomal RNA, partial sequence",2
"gi|343200951|ref|NR_041638.1| Leptobacterium flavescens strain YM3-0301 16S ribosomal RNA, partial sequence",2
"gi|566085557|ref|NR_109628.1| Prevotella jejuni strain CD3:28 16S ribosomal RNA, partial sequence",2
"gi|672238937|ref|NR_125526.1| Luminiphilus syltensis strain Ivo14 16S ribosomal RNA, partial sequence",2
"gi|559795319|ref|NR_104912.1| Nitrococcus mobilis strain Nb-231 16S ribosomal RNA, partial sequence",2
"gi|2363085782|ref|NR_181143.1| Pseudodesulfovibrio cashew strain SRB007 16S ribosomal RNA, partial sequence",2
"gi|1270541369|ref|NR_075015.2| Caldisericum exile strain AZM16c01 16S ribosomal RNA, partial sequence",2
"gi|566085526|ref|NR_109598.1| Dissulfuribacter thermophilus strain S69 16S ribosomal RNA, partial sequence",2
"gi|2363082346|ref|NR_179420.1| Paracoccus onubensis strain 1011MAR3C25 16S ribosomal RNA, partial sequence",2
"gi|2221405466|ref|NR_175537.1| Microvirga arsenatis strain SYSU G3D203 16S ribosomal RNA, partial sequence",2
"gi|1384992324|ref|NR_156073.1| Bacillus capparidis strain EGI 6500252 16S ribosomal RNA, partial sequence",2
"gi|943392601|ref|NR_117138.2| Anaerostipes hadrus strain DSM 3319 16S ribosomal RNA, partial sequence",2
"gi|943392602|ref|NR_117139.2| Anaerostipes hadrus strain DSM 3319 16S ribosomal RNA, partial sequence",2
"gi|559795210|ref|NR_104799.1| Anaerostipes hadrus strain DSM 3319 16S ribosomal RNA, partial sequence",2
"gi|2363086152|ref|NR_181328.1| Microvirga pudoricolor strain BT291 16S ribosomal RNA, partial sequence",2
"gi|645320533|ref|NR_117717.1| Neisseria mucosa strain DSM 17611 16S ribosomal RNA, partial sequence",2
"gi|219846519|ref|NR_026111.1| Phascolarctobacterium faecium strain ACM 3679 16S ribosomal RNA, partial sequence",2
"gi|645322148|ref|NR_118962.1| Priestia megaterium strain DSM 32 16S ribosomal RNA, partial sequence",2
"gi|1864207066|ref|NR_169360.1| Anaerococcus urinomassiliensis strain Marseille-P2143 16S ribosomal RNA, partial sequence",2
"gi|2363085157|ref|NR_180827.1| Sharpea porci strain CA-Schmier-601-WT-3 16S ribosomal RNA, partial sequence",2
"gi|566085263|ref|NR_109102.1| Variovorax defluvii strain 2C1-b 16S ribosomal RNA, partial sequence",2
"gi|219846520|ref|NR_026112.1| Clostridium thermopalmarium strain BVP 16S ribosomal RNA, partial sequence",2
"gi|343203279|ref|NR_043654.1| Flavobacterium daejeonense strain GH1-10 16S ribosomal RNA, partial sequence",2
"gi|1397641804|ref|NR_156913.1| Calorithrix insularis strain KR 16S ribosomal RNA, partial sequence",2
"gi|645321371|ref|NR_118353.1| Desulfurispirillum alkaliphilum strain SR1 16S ribosomal RNA, partial sequence",2
"gi|1779814800|ref|NR_164875.1| Streptomyces luozhongensis strain TRM49605 16S ribosomal RNA, complete sequence",2
"gi|1240411876|ref|NR_149207.1| Petropleomorpha daqingensis strain WT-2-1 16S ribosomal RNA, partial sequence",2
"gi|310974952|ref|NR_036816.1| Streptomyces thermodiastaticus strain JCM 4840 16S ribosomal RNA, partial sequence",2
"gi|559795322|ref|NR_104915.1| Rugamonas rubra strain MOM 28/2/79 16S ribosomal RNA, partial sequence",2
"gi|2363082533|ref|NR_179513.1| Mobilibacterium massiliense strain Marseille-P2510 16S ribosomal RNA, partial sequence",2
"gi|2962412199|ref|NR_199392.1| Xanthomonas medicagonis strain DAR 35659 16S ribosomal RNA, complete sequence",2
"gi|2363086328|ref|NR_181416.1| Sphingobacterium rhinopitheci strain WQ 047 16S ribosomal RNA, partial sequence",2
"gi|1397641810|ref|NR_156919.1| Sphingobacterium cellulitidis strain LMG 28764 16S ribosomal RNA, partial sequence",2
"gi|2180566329|ref|NR_174209.1| Agrococcus sediminis strain NS18 16S ribosomal RNA, partial sequence",2
"gi|343202365|ref|NR_042651.1| Rivibacter subsaxonicus strain BF49 16S ribosomal RNA, partial sequence",2
"gi|636560807|ref|NR_116867.1| Halomonas alkalitolerans strain 15-13 16S ribosomal RNA, partial sequence",2
"gi|219857549|ref|NR_025137.1| Cupriavidus campinensis strain WS2 16S ribosomal RNA, partial sequence",2
"gi|566085149|ref|NR_108883.1| Geodermatophilus saharensis strain CF5/5 16S ribosomal RNA, partial sequence",2
"gi|2363080157|ref|NR_178298.1| Arcobacter porcinus strain 16695-3 16S ribosomal RNA, partial sequence",2
"gi|1864207149|ref|NR_169443.1| Petrotoga japonica strain AR80 16S ribosomal RNA, partial sequence",2
"gi|219846168|ref|NR_025758.1| Mahella australiensis 50-1 BON 16S ribosomal RNA, partial sequence",2
"gi|1240411850|ref|NR_149181.1| Pseudofrankia inefficax strain EuI1c 16S ribosomal RNA, partial sequence",2
"gi|2363082946|ref|NR_179721.1| Halomonas tibetensis strain pyc13 16S ribosomal RNA, partial sequence",2
"gi|2363081318|ref|NR_178903.1| Halomonas xiaochaidanensis strain CUG00002 16S ribosomal RNA, partial sequence",2
"gi|559795241|ref|NR_104831.1| Thiomonas thermosulfata strain 21071 32621 16S ribosomal RNA, partial sequence",2
"gi|631253215|ref|NR_114413.1| Streptococcus oralis ATCC 35037 16S ribosomal RNA, partial sequence",2
"gi|699005357|ref|NR_126226.1| Thermosulfurimonas dismutans strain S95 16S ribosomal RNA, partial sequence",2
"gi|645319808|ref|NR_117169.1| Thermosinus carboxydivorans strain DSM 14886 16S ribosomal RNA, partial sequence",2
"gi|1150406764|ref|NR_146018.1| Paludibacter jiangxiensis strain NM7 16S ribosomal RNA, partial sequence",2
"gi|2363081154|ref|NR_178820.1| Acetobacter oryzifermentans strain SLV-7 16S ribosomal RNA, partial sequence",2
"gi|2363084984|ref|NR_180740.1| Hymenobacter busanensis strain MA3 16S ribosomal RNA, partial sequence",2
"gi|2221405585|ref|NR_175590.1| Sulfurimonas lithotrophica strain GYSZ_1 16S ribosomal RNA, partial sequence",2
"gi|1864207065|ref|NR_169359.1| Vreelandella massiliensis strain Marseille-P2426 16S ribosomal RNA, partial sequence",2
"gi|2363082272|ref|NR_179383.1| Streptococcus vulneris strain DM3B3 16S ribosomal RNA, complete sequence",2
"gi|2260349447|ref|NR_176529.1| Pelagibaculum spongiae strain Hp12 16S ribosomal RNA, partial sequence",2
"gi|228721489|ref|NR_027612.1| Petrotoga mobilis strain SJ95 16S ribosomal RNA, partial sequence",2
"gi|265678560|ref|NR_028864.1| Thiocapsa rosea strain 6611 16S ribosomal RNA, partial sequence",2
"gi|1441204382|ref|NR_157797.1| Desulfosarcina alkanivorans strain PL12 16S ribosomal RNA, partial sequence",2
"gi|444304226|ref|NR_074651.1| Polaromonas naphthalenivorans CJ2 16S ribosomal RNA, partial sequence",2
"gi|566084909|ref|NR_108457.1| Marinobacter daqiaonensis strain YCSA40 16S ribosomal RNA, partial sequence",1
"gi|1441204374|ref|NR_157789.1| Roseibium sediminis strain BSS09 16S ribosomal RNA, partial sequence",1
"gi|343200317|ref|NR_041004.1| Lysobacter brunescens strain KCTC 12130 16S ribosomal RNA, partial sequence",1
"gi|2363085484|ref|NR_180991.1| Lysobacter gilvus strain HX-5-24 16S ribosomal RNA, partial sequence",1
"gi|2836274932|ref|NR_197695.1| Streptococcus raffinosi strain VTCC 12812 16S ribosomal RNA, partial sequence",1
"gi|645321213|ref|NR_118234.1| Streptococcus oralis subsp. tigurinus AZ_3a 16S ribosomal RNA, partial sequence",1
"gi|2363084312|ref|NR_180404.1| Rhodobacter amnigenus strain HSP-20 16S ribosomal RNA, partial sequence",1
"gi|2363081397|ref|NR_178945.1| Sphingomonas floccifaciens strain FQM01 16S ribosomal RNA, partial sequence",1
"gi|2363082121|ref|NR_179307.1| Sandarakinorhabdus rubra strain MO-4 16S ribosomal RNA, partial sequence",1
"gi|566085488|ref|NR_109533.1| Hansschlegelia beijingensis strain PG04 16S ribosomal RNA, partial sequence",1
"gi|631251853|ref|NR_113051.1| Thermoanaerobacterium calidifontis strain Rx1 16S ribosomal RNA, partial sequence",1
"gi|645322334|ref|NR_119110.1| Desulfoscipio geothermicus DSM 3669 16S ribosomal RNA, partial sequence",1
"gi|2363084747|ref|NR_180622.1| Gemmiger gallinarum strain Cla-CZ-245 16S ribosomal RNA, partial sequence",1
"gi|1397641879|ref|NR_156989.1| Acinetobacter defluvii strain WCHA30 16S ribosomal RNA, complete sequence",1
"gi|219846869|ref|NR_026461.1| Desulfurella multipotens strain RH-8 16S ribosomal RNA, partial sequence",1
"gi|444303797|ref|NR_074219.1| Ancylobacter novellus DSM 506 16S ribosomal RNA, partial sequence",1
"gi|636560415|ref|NR_116475.1| Magnetospira thiophila strain MMS-1 16S ribosomal RNA, partial sequence",1
"gi|343203442|ref|NR_043670.1| Arenimonas malthae strain CC-JY-1 16S ribosomal RNA, partial sequence",1
"gi|343201288|ref|NR_042014.1| Paractinoplanes ferrugineus strain IMSNU 22125 16S ribosomal RNA, partial sequence",1
"gi|645320173|ref|NR_117442.1| Micromonospora haikouensis strain 232617 16S ribosomal RNA, partial sequence",1
"gi|1445136039|ref|NR_158079.1| Paractinoplanes ramoplaninifer strain ATCC 33076 16S ribosomal RNA, partial sequence",1
"gi|343200215|ref|NR_040902.1| Sporotomaculum syntrophicum strain FB 16S ribosomal RNA, partial sequence",1
"gi|2836274920|ref|NR_197683.1| Kitasatospora cathayae strain HUAS 3-15 16S ribosomal RNA, complete sequence",1
"gi|343206218|ref|NR_044810.1| Kitasatospora kifunensis strain JCM 9081 16S ribosomal RNA, partial sequence",1
"gi|343202482|ref|NR_042792.1| Kitasatospora aureofaciens strain KACC 20180 16S ribosomal RNA, partial sequence",1
"gi|1230874601|ref|NR_148761.1| Nakamurella endophytica strain 2Q3S-4-2 16S ribosomal RNA, partial sequence",1
"gi|1491514570|ref|NR_159179.1| Caldovatus sediminis strain YIM 72346 16S ribosomal RNA, partial sequence",1
"gi|219846485|ref|NR_026077.1| Geoanaerobacter pelophilus strain Dfr2 16S ribosomal RNA, partial sequence",1
"gi|1341394070|ref|NR_153742.1| Gilvimarinus japonicus strain 12-2 16S ribosomal RNA, partial sequence",1
"gi|219856812|ref|NR_024631.1| Sphingopyxis chilensis strain S37 16S ribosomal RNA, partial sequence",1
"gi|631253102|ref|NR_114300.1| Variovorax soli NBRC 106424 16S ribosomal RNA, partial sequence",1
"gi|343198588|ref|NR_042961.1| Alteracholeplasma parvum strain H23M 16S ribosomal RNA, partial sequence",1
"gi|343202333|ref|NR_042619.1| Bacillus isabeliae strain CVS-8 16S ribosomal RNA, partial sequence",1
"gi|1269236068|ref|NR_136794.2| Actinorugispora endophytica strain YIM 690008 16S ribosomal RNA, complete sequence",1
"gi|343202376|ref|NR_042662.1| Singulisphaera acidiphila DSM 18658 strain MOB10 16S ribosomal RNA, partial sequence",1
"gi|1227086210|ref|NR_148666.1| Athalassotoga saccharophila strain NAS-01 16S ribosomal RNA, partial sequence",1
"gi|602269297|ref|NR_044848.2| Methylotuvimicrobium pelagicum strain ACM 3505 16S ribosomal RNA, partial sequence",1
"gi|343201361|ref|NR_042087.1| Pediococcus damnosus strain DSM 20331 16S ribosomal RNA, partial sequence",1
"gi|2363084723|ref|NR_180610.1| Salsipaludibacter albus strain AS10 16S ribosomal RNA, partial sequence",1
"gi|2363082410|ref|NR_179452.1| Micromonospora fluminis strain A38 16S ribosomal RNA, partial sequence",1
"gi|672239077|ref|NR_125666.1| Streptosporangium shengliense strain NEAU-GH7 16S ribosomal RNA, partial sequence",1
"gi|343206295|ref|NR_044887.1| Micromonospora echinaurantiaca strain DSM 43904 16S ribosomal RNA, partial sequence",1
"gi|566084912|ref|NR_108460.1| Caloramator boliviensis strain 45B 16S ribosomal RNA, partial sequence",1
"gi|343205959|ref|NR_044474.1| Parvularcula lutaonensis strain CC-MMS-1 16S ribosomal RNA, partial sequence",1
"gi|1230874696|ref|NR_148857.1| Mucilaginibacter carri strain PR0008K 16S ribosomal RNA, partial sequence",1
"gi|1864207103|ref|NR_169397.1| Mucilaginibacter hurinus strain ZR32 16S ribosomal RNA, partial sequence",1
"gi|2363084146|ref|NR_180322.1| Acidithiobacillus sulfuriphilus strain CJ-2 16S ribosomal RNA, partial sequence",1
"gi|672238904|ref|NR_125493.1| Rhodoluna lacicola strain MWH-Ta8 16S ribosomal RNA, partial sequence",1
"gi|2136551656|ref|NR_173661.1| Aquiluna borgnonia strain 15G-AUS-rot 16S ribosomal RNA, partial sequence",1
"gi|219857192|ref|NR_024820.1| Borrelia turcica strain IST7 16S ribosomal RNA, partial sequence",1
"gi|645321809|ref|NR_118689.1| Borreliella andersonii strain 21038 16S ribosomal RNA, partial sequence",1
"gi|2363086127|ref|NR_181316.1| Borrelia puertoricensis strain SUM 16S ribosomal RNA, partial sequence",1
"gi|566085266|ref|NR_109104.1| Algoriphagus namhaensis strain DPG-3 16S ribosomal RNA, partial sequence",1
"gi|2363080565|ref|NR_178523.1| Niabella thaonhiensis strain NHI-24 16S ribosomal RNA, partial sequence",1
"gi|2363081830|ref|NR_179161.1| Thermosulfurimonas marina strain SU872 16S ribosomal RNA, partial sequence",1
"gi|559795343|ref|NR_104936.1| Moraxella osloensis strain A1920 16S ribosomal RNA, partial sequence",1
"gi|631252194|ref|NR_113392.1| Moraxella osloensis strain DSM 6998 16S ribosomal RNA, partial sequence",1
"gi|631252193|ref|NR_113391.1| Moraxella osloensis strain ATCC 19976 16S ribosomal RNA, partial sequence",1
"gi|1116030257|ref|NR_144715.1| Numidum massiliense strain mt3 16S ribosomal RNA, partial sequence",1
"gi|219846663|ref|NR_026255.1| Nitratidesulfovibrio termitidis HI1 16S ribosomal RNA, partial sequence",1
"gi|559795188|ref|NR_104777.1| Pseudonocardia alaniniphila strain Y-16303 16S ribosomal RNA, partial sequence",1
"gi|343206013|ref|NR_044562.1| Pseudonocardia xinjiangensis strain XJ 45 16S ribosomal RNA, partial sequence",1
"gi|1240411899|ref|NR_149231.1| Phytoactinopolyspora alkaliphila strain EGI 80629 16S ribosomal RNA, partial sequence",1
"gi|2363081848|ref|NR_179170.1| Phytoactinopolyspora halotolerans strain YIM 96448 16S ribosomal RNA, complete sequence",1
"gi|2363085688|ref|NR_181096.1| Paenibacillus planticolens strain LMG 31457 16S ribosomal RNA, partial sequence",1
"gi|343203007|ref|NR_043515.1| Pseudolabrys taiwanensis strain CC-BB4 16S ribosomal RNA, partial sequence",1
"gi|343200698|ref|NR_041385.1| Sulfurivirga caldicuralii strain MM1 16S ribosomal RNA, partial sequence",1
"gi|636559624|ref|NR_115684.1| Thiomonas bhubaneswarensis strain S10 16S ribosomal RNA, partial sequence",1
"gi|343201135|ref|NR_041850.1| Desulfarculus baarsii DSM 2075 16S ribosomal RNA, partial sequence",1
"gi|2962412304|ref|NR_199499.1| Pelomonas lactea strain DXS20W 16S ribosomal RNA, partial sequence",1
"gi|645319941|ref|NR_117268.1| Brevundimonas olei strain MJ15 16S ribosomal RNA, partial sequence",1
"gi|343201318|ref|NR_042044.1| Desulfoscipio geothermicus DSM 3669 16S ribosomal RNA, partial sequence",1
"gi|672238907|ref|NR_125496.1| Candidatus Flaviluna lacus strain MWH-Creno3D3 16S ribosomal RNA, partial sequence",1
"gi|1116030264|ref|NR_144722.1| Drancourtella massiliensis strain GD1 16S ribosomal RNA, partial sequence",1
"gi|2136551567|ref|NR_173570.1| Gluceribacter canis strain NATH-2371 16S ribosomal RNA, partial sequence",1
"gi|2962412221|ref|NR_199415.1| Mediterraneibacter flintii strain 13CB18C 16S ribosomal RNA, partial sequence",1
"gi|219846925|ref|NR_026517.1| Acidithiobacillus caldus strain KU 16S ribosomal RNA, partial sequence",1
"gi|699005327|ref|NR_126196.1| Mizugakiibacter sediminis strain skMP5 16S ribosomal RNA, partial sequence",1
"gi|1341394005|ref|NR_153677.1| Frigoribacterium salinisoli strain LAM9155 16S ribosomal RNA, partial sequence",1
"gi|2221405307|ref|NR_175471.1| Sphingomonas ginkgonis strain HMF7854 16S ribosomal RNA, partial sequence",1
"gi|1909404480|ref|NR_170535.1| Duganella levis strain CY42W 16S ribosomal RNA, partial sequence",1
"gi|566085165|ref|NR_108896.1| Neomoorella stamsii strain E3-O 16S ribosomal RNA, partial sequence",1
"gi|265678890|ref|NR_029198.1| Neomoorella glycerini strain JW/AS-Y6 16S ribosomal RNA, partial sequence",1
"gi|1024974706|ref|NR_136773.1| Aquipuribacter nitratireducens strain AMV4 16S ribosomal RNA, partial sequence",1
"gi|1679775905|ref|NR_163627.1| Paradesertivirga mongoliensis strain 1-32 16S ribosomal RNA, partial sequence",1
"gi|2363083094|ref|NR_179795.1| Adhaeribacter arboris strain HMF7605 16S ribosomal RNA, partial sequence",1
"gi|2363086029|ref|NR_181267.1| Adhaeribacter radiodurans strain KUDC8001 16S ribosomal RNA, partial sequence",1
"gi|1341394012|ref|NR_153684.1| Huakuichenia soli strain LIP-1 16S ribosomal RNA, partial sequence",1
"gi|1397641908|ref|NR_157018.1| Reyranella terrae strain 11G32 16S ribosomal RNA, partial sequence",1
"gi|1315204026|ref|NR_152695.1| Akkermansia glycaniphila strain Pyt 16S ribosomal RNA, partial sequence",1
"gi|566085404|ref|NR_109445.1| Kribbella shirazensis strain UTMC 693 16S ribosomal RNA, partial sequence",1
"gi|1033657169|ref|NR_137259.1| Kribbella mirabilis strain XMU 706 16S ribosomal RNA, partial sequence",1
"gi|1315203956|ref|NR_152625.1| Altererythrobacter lauratis strain YIM 75003 16S ribosomal RNA, complete sequence",1
"gi|1491521034|ref|NR_159320.1| Ferrovibrio soli strain A15 16S ribosomal RNA, partial sequence",1
"gi|2363080804|ref|NR_178644.1| Flavobacterium maotaiense strain T9 16S ribosomal RNA, partial sequence",1
"gi|219846240|ref|NR_025830.1| Rhodospirillum centenum strain IAM 14193 16S ribosomal RNA, partial sequence",1
"gi|343198696|ref|NR_043306.1| Paraburkholderia silvatlantica SRMrh-20 16S ribosomal RNA, partial sequence",1
"gi|1953646560|ref|NR_171440.1| Paraburkholderia dinghuensis strain DHOA04 16S ribosomal RNA, partial sequence",1
"gi|2363080818|ref|NR_178651.1| Paenibacillus ferrarius strain CY1 16S ribosomal RNA, partial sequence",1
"gi|2363080577|ref|NR_178529.1| Paenibacillus alba strain J20-6 16S ribosomal RNA, partial sequence",1
"gi|343200664|ref|NR_041351.1| Phocaeicola dorei strain 175 16S ribosomal RNA, partial sequence",1
"gi|444304091|ref|NR_074515.1| Phocaeicola vulgatus ATCC 8482 16S ribosomal RNA, partial sequence",1
"gi|631251748|ref|NR_112946.1| Phocaeicola vulgatus strain JCM 5826 16S ribosomal RNA, partial sequence",1
"gi|1909404362|ref|NR_170415.1| Amycolatopsis anabasis strain EGI 650086 16S ribosomal RNA, partial sequence",1
"gi|1445136023|ref|NR_158063.1| Croceibacterium xixiisoli strain S36 16S ribosomal RNA, partial sequence",1
"gi|1150406774|ref|NR_146028.1| Croceibacterium mercuriale strain Coronado 16S ribosomal RNA, partial sequence",1
"gi|959494840|ref|NR_133718.1| Cellvibrio diazotrophicus strain E50 16S ribosomal RNA, partial sequence",1
"gi|1040567064|ref|NR_137413.1| Methylomagnum ishizawai strain RS11D-Pr 16S ribosomal RNA, partial sequence",1
"gi|1953646764|ref|NR_171544.1| Nocardioides mangrovicus strain 4Q3S-7 16S ribosomal RNA, partial sequence",1
"gi|2180566487|ref|NR_174326.1| Muricoccus harenae strain CPCC 101081 16S ribosomal RNA, partial sequence",1
"gi|631253216|ref|NR_114414.1| Anoxybacillus flavithermus subsp. flavithermus strain DSM 2641 16S ribosomal RNA, partial sequence",1
"gi|631252919|ref|NR_114117.1| Paraburkholderia caledonica strain NBRC 102488 16S ribosomal RNA, partial sequence",1
"gi|559795109|ref|NR_104695.1| Clostridium cadaveris strain JCM 1392 16S ribosomal RNA, partial sequence",1
"gi|1590307595|ref|NR_118735.2| Gottschalkia purinilytica strain ATCC 33906 16S ribosomal RNA, partial sequence",1
"gi|2621112366|ref|NR_189270.1| Danxiaibacter flavus strain SYSU DXS3180 16S ribosomal RNA, partial sequence",1
"gi|566085637|ref|NR_109737.1| Arenicella chitinivorans strain KMM 6208 16S ribosomal RNA, partial sequence",1
"gi|645321864|ref|NR_118736.1| Sporomusa termitida strain JSN-2 16S ribosomal RNA, partial sequence",1
"gi|343200751|ref|NR_041438.1| Flammeovirga kamogawensis strain YS10 16S ribosomal RNA, partial sequence",1
"gi|645319978|ref|NR_117295.1| Caldicellulosiruptor obsidiansis OB47 16S ribosomal RNA, partial sequence",1
"gi|1040567038|ref|NR_137387.1| Carboxylicivirga linearis strain FB218 16S ribosomal RNA, partial sequence",1
"gi|2558737074|ref|NR_186879.1| Nunduva komarkovae strain personal::C1088-K118.1 clone C1088-M21 clone1 16S ribosomal RNA, partial sequence",1
"gi|2739363406|ref|NR_191040.1| Ciimarium marinum strain LEGE 11466 16S ribosomal RNA, partial sequence",1
"gi|2180566403|ref|NR_174262.1| Agromyces tardus strain SJ-23 16S ribosomal RNA, partial sequence",1
"gi|265678542|ref|NR_028846.1| Agromyces albus strain VKM Ac-1800 16S ribosomal RNA, partial sequence",1
"gi|219857373|ref|NR_024961.1| Alkalispirillum mobile strain DSM 12769 16S ribosomal RNA, partial sequence",1
"gi|444439541|ref|NR_074856.1| Halorhodospira halophila strain SL1 16S ribosomal RNA, partial sequence",1
"gi|2221405271|ref|NR_175454.1| Pseudotabrizicola alkalilacus strain DJC 16S ribosomal RNA, partial sequence",1
"gi|2363086788|ref|NR_181651.1| Fulvivirga marina strain 29W222 16S ribosomal RNA, partial sequence",1
"gi|444303991|ref|NR_074415.1| Micromonospora aurantiaca strain ATCC 27029 16S ribosomal RNA, partial sequence",1
"gi|1491514590|ref|NR_159198.1| Streptomyces amphotericinicus strain 1H-SSA8 16S ribosomal RNA, partial sequence",1
"gi|645321418|ref|NR_118390.1| Pleomorphomonas diazotrophica strain R5-392 16S ribosomal RNA, partial sequence",1
"gi|959494954|ref|NR_133813.1| Pelolinea submarina strain MO-CFX1 16S ribosomal RNA, partial sequence",1
"gi|645321357|ref|NR_118342.1| Sneathia sanguinegens strain CCUG 41628 16S ribosomal RNA, partial sequence",1
"gi|219878348|ref|NR_025487.1| Sneathia sanguinegens strain CCUG 41628 16S ribosomal RNA, partial sequence",1
"gi|1953646641|ref|NR_171476.1| Flavobacterium psychrotolerans strain RB1R5 16S ribosomal RNA, partial sequence",1
"gi|2363084270|ref|NR_180385.1| Flavobacterium restrictum strain personal::LB1 R34 16S ribosomal RNA, complete sequence",1
"gi|959494819|ref|NR_133698.1| Aridibacter kavangonensis strain Ac_23_E3 16S ribosomal RNA, partial sequence",1
"gi|2363080922|ref|NR_178704.1| Desulfuromonas carbonis strain ICBM 16S ribosomal RNA, partial sequence",1
"gi|631253030|ref|NR_114228.1| Malikia spinosa strain NBRC 103164 16S ribosomal RNA, partial sequence",1
"gi|2363081393|ref|NR_178943.1| Lysobacter tongrenensis strain YS-37 16S ribosomal RNA, partial sequence",1
"gi|631251802|ref|NR_113000.1| Oryzihumus leptocrescens strain NBRC 100762 16S ribosomal RNA, partial sequence",1
"gi|343200566|ref|NR_041253.1| Oryzihumus leptocrescens strain KV-628 16S ribosomal RNA, partial sequence",1
"gi|343205020|ref|NR_043849.1| Tumebacillus permanentifrigoris strain Eur1 9.5 16S ribosomal RNA, partial sequence",1
